movie_id,movie_title,year,runtime,genres,primary_genre,ave_rating,num_votes,director_id,director_name,writers_id,writers_name
tt5505320, Homunculus ,1916,360,"Horror,Sci-Fi",Horror,6.6,99,nm0513617,Otto Rippert,['nm1720536'],['Robert Reinert']
tt2122393,The Vampires: Satanas ,1916,46,"Action,Crime,Mystery",Action,6.9,282,nm0275421,Louis Feuillade,['nm0275421'],['Louis Feuillade']
tt2122392,The Vampires: Hypnotic Eyes ,1916,58,"Action,Crime,Mystery",Action,6.9,296,nm0275421,Louis Feuillade,['nm0275421'],['Louis Feuillade']
tt2122384,The Vampires: The Poisoner,1916,53,"Action,Crime,Mystery",Action,7.1,276,nm0275421,Louis Feuillade,['nm0275421'],['Louis Feuillade']
tt2746744,Judex: Prologue + L'ombre mystérieuse,1917,62,Adventure,Adventure,6.5,72,nm0275421,Louis Feuillade,"['nm0077220', 'nm0275421']","['Arthur Bernède', 'Louis Feuillade']"
tt2239904,Pjerrot,1917,74,Comedy,Comedy,5.2,8,nm0203200,Hjalmar Davidsen,['nm0026276'],['Valdemar Andersen']
tt0927148,En Skuespillers Kærlighed,1918,47,Drama,Drama,5,7,nm0630926,Martinius Nielsen,['nm2563121'],['Irma Strakosch']
tt2582476,The Symbol of Sacrifice,1918,46,"Action,Adventure,Drama",Action,4.8,11,nm0189995,Dick Cruikshanks,"['nm5401399', 'nm1157721', 'nm0016950']","['F. Horace Rose', 'I.W. Schlesinger', 'Joseph Albrecht']"
tt1672749,The Rose of Rhodesia,1918,81,Drama,Drama,5.6,45,nm0789748,Harold M. Shaw,['nm0789748'],['Harold M. Shaw']
tt0953324,Bogatyr dukha,1918,48,Drama,Drama,6,49,nm0698839,Yakov Protazanov,"['nm0088020', 'nm4940968']","['Olga Blazhevich', 'Elsa Werner']"
tt2371664,In the Power of Opium,1918,52,Drama,Drama,5.7,10,nm0227602,Robert Dinesen,['nm5216591'],['Jean Hirschberg']
tt2229169,Gornichnaya Dzhenni,1918,60,Drama,Drama,6.3,52,nm0698839,Yakov Protazanov,['nm0698839'],['Yakov Protazanov']
tt1175022, Justitia,1919,70,"Action,Comedy",Action,4.7,9,nm0689113,Polidor,['nm0689113'],['Polidor']
tt2261737, King Solomon's Mines,1919,89,Adventure,Adventure,6.5,26,nm0524784,Horace Lisle Lucoque,['nm0353584'],['H. Rider Haggard']
tt2546234,Isban: Or the Mystery of the Great Zimbabwe,1920,65,Adventure,Adventure,5.1,13,nm0016950,Joseph Albrecht,"['nm0016950', 'nm7711649']","['Joseph Albrecht', 'George H. Cossins']"
tt0907727,"Dla ciebie, Polsko",1920,46,"Drama,War",Drama,5.2,68,nm0066110,Antoni Bednarczyk,['nm2461917'],['Marian Józefowicz']
tt2403386,Har jeg Ret til at tage mit eget Liv?,1920,100,Drama,Drama,6.7,15,nm0390479,Holger-Madsen,"['nm0026276', 'nm0390479']","['Valdemar Andersen', 'Holger-Madsen']"
tt0830952,Die Schmuggler von San Diego,1921,60,"Adventure,Crime",Adventure,1,13,nm0036281,Valy Arnheim,"['nm1468286', 'nm1963608']","['Max Lohmann', 'Margot Pallas']"
tt6189628,The Child of the Carnival,1921,66,"Comedy,Drama",Comedy,6.8,17,nm0610620,Ivan Mozzhukhin,['nm0610620'],['Ivan Mozzhukhin']
tt0956250,"Theodor Herzl, der Bannerträger des jüdischen Volkes",1921,59,Drama,Drama,5.9,21,nm0470689,Otto Kreisler,['nm2183472'],['Heinrich Glücksmann']
tt0765119,"Mozarts Leben, Lieben und Leiden",1921,87,"Biography,Drama",Biography,4.4,26,nm0470689,Otto Kreisler,"['nm2183472', 'nm2177676']","['Heinrich Glücksmann', 'Josef Teutscher']"
tt2413056,Vor fælles Ven,1921,139,Drama,Drama,6.8,14,nm0761244,A.W. Sandberg,"['nm0002042', 'nm0803842']","['Charles Dickens', 'Laurids Skands']"
tt0875132,Ludzie bez jutra,1921,83,"Drama,Romance",Drama,6.5,26,nm0381076,Aleksander Hertz,['nm2414914'],['Stanislaw Jerzy Kozlowski']
tt0924216,Cud nad Wisla,1921,51,"Drama,Romance,War",Drama,5.2,113,nm0092915,Richard Boleslawski,['nm1723200'],['Adam Zagórski']
tt2392560,"Jafet, der søger sig en Fader I-IV",1922,242,"Adventure,Drama",Adventure,5.9,12,nm0339548,Emanuel Gregers,"['nm0026276', 'nm0550295']","['Valdemar Andersen', 'Frederick Marryat']"
tt0953903,Year 1863,1922,93,"Drama,History,Romance",Drama,6.2,38,nm0700274,Edward Puchalski,['nm0955109'],['Stefan Zeromski']
tt1063075,Lasse Månsson fra Skaane,1923,80,Drama,Drama,6.4,19,nm0761244,A.W. Sandberg,"['nm0026276', 'nm10194333']","['Valdemar Andersen', 'P.F. Rist']"
tt3586860,La traversée du Grépon,1924,90,Documentary,Documentary,7,6,nm0767130,André Sauvage,['nm0767130'],['André Sauvage']
tt1407280,Qiz qalasi,1924,55,Drama,Drama,6.1,31,nm0050949,Vladimir Ballyuzek,['nm3396072'],['N. Breslav-Lurye']
tt1063678,Bud pripraven,1924,50,Drama,Drama,5.1,22,nm0409157,Svatopluk Innemann,['nm0473619'],['Frantisek V. Kucera']
tt11902640,The Minaret of Death,1924,85,Drama,Drama,5.9,17,nm0899671,Vyacheslav Viskovsky,"['nm0049356', 'nm0899671']","['Aleksandr Balagin', 'Vyacheslav Viskovsky']"
tt3656232,Die Königin der Altstadt,1925,47,Drama,Drama,5.1,13,nm1325006,Albert Maurer,"['nm12028522', 'nm12028521']","['Gustav Grossmann', 'Marcus Neumann']"
tt1219687,Im Strudel des Verkehrs. Ein Film für Jedermann,1925,49,Documentary,Documentary,6.3,8,nm0678891,Leo Peukert,['nm0711679'],['Willy Rath']
tt1679559,Die Rache der Pharaonen,1925,92,Adventure,Adventure,5.4,9,nm0005900,Hans Theyer,['nm0291047'],['Paul Frank']
tt0821116,Behind the Clouds the Sun Is Shining,1925,78,"Documentary,Drama",Documentary,6.5,6,nm0612076,Willy Mullens,['nm2305439'],['J.A. Putto']
tt5229214,Lesnaya byl,1926,94,"Drama,History",Drama,5.5,16,nm0850432,Yuri Tarich,"['nm0412107', 'nm0850432']","['Evgeniy Ivanov-Barkov', 'Yuri Tarich']"
tt12929140,Mother's Happiness,1926,80,Drama,Drama,5,5,nm1995770,Dongshan Shi,['nm2357105'],['Shouju Zhu']
tt4248850,Das Blumenwunder,1926,81,"Animation,Documentary",Animation,6.6,61,nm0717126,Max Reichmann,['nm0717126'],['Max Reichmann']
tt0788137,Mit dem Motorrad über die Wolken,1926,46,Documentary,Documentary,6.6,28,nm2216642,Lothar Rübelt,['nm2219080'],['Rothar Rübelt']
tt11568492,The Second Wife,1927,47,Drama,Drma,6.5,18,nm0233981,Mikhail Doronin,"['nm11255472', 'nm11255099']","['Lolakhan Saifullina', 'Valentina Sobborey']"
tt0860574,Yajikita son'nô no maki,1927,111,Comedy,Comedy,5.9,36,nm0407464,Tomiyasu Ikeda,"['nm0407464', 'nm1343672']","['Tomiyasu Ikeda', 'Ikku Jippensha']"
tt11885930,Taras Tryasylo,1927,62,Drama,Drama,6.8,13,nm0152826,Pyotr Chardynin,['nm11389437'],['Vasily Radysh']
tt6202000,Order na arest,1927,84,Drama,Drma,6.8,27,nm0850906,Georgi Tasin,['nm0493960'],['Solomon Lazurin']
tt5726786,Tamilla,1927,65,Drama,Drama,6.1,21,nm0259929,Muhsin Ertugrul,"['nm11394405', 'nm0259929', 'nm11394404']","['Ferdinand Duchenne', 'Muhsin Ertugrul', 'Mariya Moraf']"
tt0924318,Zew morza,1927,126,Romance,Romance,6.2,51,nm0843636,Henryk Szaro,['nm1001188'],['Stefan Kiedrzynski']
tt0969724,The Tomb of the Unknown Soldier,1927,75,"Drama,War",Drama,5.5,51,nm0649572,Ryszard Ordynski,"['nm0649572', 'nm2395948', 'nm0835291']","['Ryszard Ordynski', 'Seweryn Romin', 'Andrzej Strug']"
tt1082828,Dva pekelné dny,1928,89,Adventure,Adventure,1.8,18,nm0439208,William Karfiol,"['nm0109264', 'nm0439208', 'nm0427328']","['Guido Brignone', 'William Karfiol', 'Walter Jonas']"
tt0896573,Tajemnica starego rodu,1928,78,Romance,Romance,5.6,27,nm0323502,Zbigniew Gniazdowski,['nm1001188'],['Stefan Kiedrzynski']
tt5503064,Kapitanskaya dochka,1928,87,Drama,Drama,5.2,34,nm0850432,Yuri Tarich,"['nm0701090', 'nm0794531']","['Aleksandr Pushkin', 'Viktor Shklovskiy']"
tt1320310,Yaji and Kita: The Battle of Toba Fushimi,1928,111,Comedy,Comedy,5.1,38,nm0407464,Tomiyasu Ikeda,"['nm0407464', 'nm1343672']","['Tomiyasu Ikeda', 'Ikku Jippensha']"
tt1283488,Der Geliebte seiner Frau,1928,64,Comedy,Comedy,6,9,nm0626885,Max Neufeld,"['nm1133536', 'nm0076740', 'nm0626885']","['Fritz Zoreff', 'Siegfried Bernfeld', 'Max Neufeld']"
tt11568514,From Under the Vaults of the Mosque,1928,64,Drama,Drama,4.9,10,nm11255093,Kazimir Gertel,['nm11255099'],['Valentina Sobborey']
tt2544016,The Self-Seeker,1929,75,Comedy,Comedy,6.9,64,nm0794119,Mykola Shpykovskyi,"['nm5414010', 'nm5414090', 'nm0794119']","['Vadim Okhrimenko', 'Boris Rozenzvejg', 'Mykola Shpykovskyi']"
tt1886619,The Night Coachman,1929,54,Drama,Drma,7.1,81,nm0850906,Georgi Tasin,['nm4408866'],['Moisei Zats']
tt1029361,Ponad snieg,1929,52,Drama,Drama,4.7,11,nm2390235,Konstanty Meglicki,['nm0955109'],['Stefan Zeromski']
tt1726593,Below the Border,1929,54,"Action,Adventure,Drama",Action,5.5,18,nm0593180,Bruce Mitchell,"['nm0420203', 'nm0139356']","['L.V. Jefferson', 'Horace B. Carpenter']"
tt16380332,Priklucheniya Poltinnika,1929,66,Drama,Drama,6.8,12,nm6551584,Aksel Lundin,"['nm0063319', 'nm1989178']","['Nikolay Bazhan', 'Volodymyr Vynnychenko']"
tt0794314,Mocny czlowiek,1929,77,"Crime,Drama,Thriller",Crime,7,275,nm0843636,Henryk Szaro,"['nm2246923', 'nm0699488', 'nm0835291', 'nm0843636']","['Jerzy Braun', 'Stanislaw Przybyszewski', 'Andrzej Strug', 'Henryk Szaro']"
tt0795935,La grazia,1929,90,Drama,Drama,5.6,17,nm0207362,Aldo De Benedetti,"['nm0132133', 'nm0216698', 'nm2242401', 'nm2246025']","['Gaetano Campanile-Mancini', 'Grazia Deledda', 'Claudio Guastalla', 'Vincenzo Michetti']"
tt15662958,My Son Was a Hero,1929,71,"Comedy,Drama",Comedy,6.2,9,nm0946079,Xiao-zhong Yang,['nm13021709'],['Zhiqing Chen']
tt11889628,Jalma,1929,50,Drama,Drama,6.8,9,nm0466135,Arnold Kordyum,"['nm0466135', 'nm5414010']","['Arnold Kordyum', 'Vadim Okhrimenko']"
tt1092405,Popelka,1929,47,"Family,Fantasy",Family,6.3,18,nm0463693,Josef Kokeisl,"['nm1029143', 'nm0625846']","['Karel Driml', 'Bozena Nemcová']"
tt1230283,"Po horách, po dolách",1930,101,Documentary,Documentary,6.4,24,nm0687300,Karel Plicka,['nm0687300'],['Karel Plicka']
tt0924224,Halka,1930,86,Drama,Drama,5.8,35,nm2390235,Konstanty Meglicki,"['nm2246923', 'nm2453373']","['Jerzy Braun', 'Wlodzimierz Wolski']"
tt21272244,Zhizn v rukakh,1930,72,Drama,Drama,5.3,12,nm11559411,David Maryan,['nm11559411'],['David Maryan']
tt15214562,Daughter of Saint,1930,57,Drama,Drama,7.3,11,nm0293993,Oleg Frelikh,['nm0748728'],['Mikhail Ruderman']
tt11885946,Wind Across the Rapids,1930,64,Drama,Drama,7.5,11,nm0466135,Arnold Kordyum,"['nm0466135', 'nm11389443']","['Arnold Kordyum', 'Georgij Brasyuk']"
tt0826738,Night Birds,1930,97,"Crime,Drama",Crime,5.7,47,nm0251456,Richard Eichberg,"['nm0447655', 'nm0539942']","['Victor Kendall', 'Miles Malleson']"
tt1394228,Lätif,1930,49,Drama,Drama,6.4,32,nm3367820,Mikayil Mikayilov,['nm3367820'],['Mikayil Mikayilov']
tt3511734,Bread,1930,45,Drama,Drama,6.7,119,nm0794119,Mykola Shpykovskyi,['nm6266980'],['Viktor Yaroshenko']
tt3368190,Corianton,1931,90,Drama,Drama,7.4,11,nm0636076,Wilfrid North,"['nm6120316', 'nm0636076']","['Orestes Bean', 'Wilfrid North']"
tt1209398,Boule de gomme,1931,45,Comedy,Comedy,6.1,14,nm0480190,Georges Lacombe,"['nm0480190', 'nm0231155']","['Georges Lacombe', 'Georges Dolley']"
tt0910907,Jenny Lind,1931,92,"Biography,Drama,Musical",Biography,7.9,17,nm0733208,Arthur Robison,"['nm0222164', 'nm0267913', 'nm0473134', 'nm0921995']","['Jacques Deval', 'Dorothy Farnum', 'Hanns Kräly', 'Claudine West']"
tt14482302,Weltstadt in Flegeljahren - Ein Bericht über Chicago,1931,66,Documentary,Documentary,6.8,26,nm0369530,Heinrich Hauser,['nm0369530'],['Heinrich Hauser']
tt12464264,Razgrom,1931,53,War,War,5.1,11,nm0107769,Nikolai Beresnyov,"['nm0107769', 'nm0264923', 'nm0487849']","['Nikolai Beresnyov', 'Aleksandr Fadeyev', 'Yuri Laptev']"
tt0829258,The Parisian,1931,80,"Comedy,Romance",Comedy,8.4,11,nm0510839,Jean de Limur,['nm0510839'],['Jean de Limur']
tt2349765,Nu-Ma-Pu - Cannibalism,1931,75,"Action,Adventure",Action,1.6,22,nm0132932,William Campbell,"['nm0794280', 'nm0132932']","['Adam Shirk', 'William Campbell']"
tt0821955,Saint Anthony of Padua,1931,90,Biography,Biography,6.5,21,nm0030748,Giulio Antamoro,"['nm0030748', 'nm2615585', 'nm0704252']","['Giulio Antamoro', 'Vittorino Facchinetti', 'Aldo Quinti']"
tt1160748,Namiko,1932,111,"Drama,Romance",Drama,5.3,11,nm0848974,Eizô Tanaka,"['nm1313026', 'nm1126868', 'nm2526790']","['Masaru Kobayashi', 'Iwao Mori', 'Roka Tokutomi']"
tt0817906,Fliegende Händler in Frankfurt am Main,1932,45,Documentary,Documentary,6.8,11,nm2295944,Ella Bergmann-Michel,['nm2295944'],['Ella Bergmann-Michel']
tt1003174,Nan guo zhi chun,1932,98,"Drama,Romance",Drama,4.7,24,nm0161529,Chusheng Cai,['nm0161529'],['Chusheng Cai']
tt7281572,Izjashhnaja zhizn,1932,64,Comedy,Comedy,6.6,14,nm0951089,Boris Yurtsev,['nm0957921'],['Bella Zorich']
tt7373674,Struggling,1932,90,"Drama,Romance,War",Drama,6.9,34,nm1995770,Dongshan Shi,['nm1995770'],['Dongshan Shi']
tt0989619,Bialy slad,1932,67,"Drama,Romance",Drama,6.4,64,nm0473080,Adam Krzeptowski,['nm2597819'],['Rafal Malczewski']
tt0859640,Untamed Africa,1932,56,Documentary,Documentary,6.8,32,nm2383013,Wynant D. Hubbard,['nm0030860'],['De Leon Anthony']
tt2224153,Dva okeana,1933,65,Documentary,Documentary,6.4,6,nm0794638,Vladimir Shnejderov,"['nm0794638', 'nm4885945']","['Vladimir Shnejderov', 'Yakov Davidovich Kuper']"
tt1930550,Vrazda v Ostrovni ulici,1933,72,"Crime,Mystery",Crime,6.3,24,nm0409157,Svatopluk Innemann,"['nm0626814', 'nm1408107', 'nm2778331']","['Josef Neuberg', 'Frantisek Tichý', 'Emil Vachek']"
tt1570639,Nakinureta haru no onna yo,1933,99,"Drama,Romance",Drama,6.8,75,nm0793646,Hiroshi Shimizu,"['nm3733323', 'nm3746402']","['Shun Honma', 'Mitsuru Suyama']"
tt23860220,I.F.1 ne répond plus,1933,100,"Adventure,Sci-Fi",Adventure,5,7,nm0366781,Karl Hartl,"['nm0802561', 'nm0281556', 'nm0079532']","['Curt Siodmak', 'Walter Reisch', 'André Beucler']"
tt0953904,Romeo i Julcia,1933,71,Comedy,Comedy,5.9,20,nm0637450,Jan Nowina-Przybylski,"['nm0755457', 'nm0866299']","['Napoleon Sadek', 'Konrad Tom']"
tt3078460,Kinkanshoku,1934,100,"Drama,Romance",Drama,6.8,33,nm0793646,Hiroshi Shimizu,"['nm0033163', 'nm1650333']","['Masao Arata', 'Masao Kume']"
tt1043807,Przeor Kordecki - obronca Czestochowy,1934,75,"Drama,History,War",Drama,4.8,11,nm0700274,Edward Puchalski,['nm0700274'],['Edward Puchalski']
tt16978034,El Misterioso Mr. Wong,1934,63,"Crime,Mystery",Crime,7.2,11,nm0631438,William Nigh,"['nm0397747', 'nm0444509', 'nm0505272']","['Nina Howatt', 'Harry Stephen Keeler', 'Lew Levenson']"
tt5333374,Diary of a Bride,1934,67,"Comedy,Drama",Comedy,3.8,13,nm0913829,Kunio Watanabe,['nm1168525'],['Kenta Yamazaki']
tt0869973,My Song Goes Round the World,1934,68,"Drama,Musical",Drama,7,29,nm0652650,Richard Oswald,"['nm0340540', 'nm0588341', 'nm0626773']","['Clifford Grey', 'Frank Miller', 'Ernst Neubach']"
tt1870397,Fiestas Cristianas/Fiestas Profanas,1934,51,Documentary,Documentary,6.9,30,nm0883411,José Val del Omar,['nm0883411'],['José Val del Omar']
tt1002784,Yu guang qu,1934,56,Drama,Drama,6.4,149,nm0161529,Chusheng Cai,['nm0161529'],['Chusheng Cai']
tt6679578,Ismet,1934,77,Drama,Drama,5,12,nm3367820,Mikayil Mikayilov,"['nm1345697', 'nm3367820']","['Grigoriy Braginsky', 'Mikayil Mikayilov']"
tt13723114,N'épouse pas ta fille,1934,87,Comedy,Comedy,6.4,5,nm0742985,Willy Rozier,"['nm12183071', 'nm0742985']","['Pierre Chaume', 'Willy Rozier']"
tt1261413,Dealers in Death,1934,64,"Documentary,History,War",Documentary,7.1,14,nm0787284,Monroe Shaff,"['nm0380923', 'nm0740483']","['Burnet Hershey', 'Franklin D. Roosevelt']"
tt1242769,My Elder Brother,1934,69,Drama,Drama,6.5,11,nm0793622,Yasujirô Shimazu,['nm0793622'],['Yasujirô Shimazu']
tt1937174,Guests of the Nation,1935,49,Drama,Drama,7.1,15,nm0426601,Denis Johnston,"['nm0543334', 'nm0640326']","['Mary Manning', ""Frank O'Connor""]"
tt1941460,BBC: The Voice of Britain,1935,53,Documentary,Documentary,8.3,21,nm0499310,Stuart Legg,['nm0499310'],['Stuart Legg']
tt1861297,Boatman's Daughter,1935,101,Drama,Drama,5.5,11,nm0791495,Xiling Shen,['nm0791495'],['Xiling Shen']
tt1926274,Karnaval cvetov,1935,47,Documentary,Documentary,5.3,11,nm0252388,Nikolai Ekk,['nm0252388'],['Nikolai Ekk']
tt1003140,Dushi fengguang,1935,93,"Comedy,Drama",Comedy,7.1,82,nm0950615,Muzhi Yuan,['nm0950615'],['Muzhi Yuan']
tt4421140,My Heart Is Calling,1935,86,Musical,Musical,6.1,18,nm0303120,Carmine Gallone,"['nm0072627', 'nm0249598', 'nm0319148', 'nm0548094']","['Richard Benson', 'Robert Edmunds', 'Sidney Gilliat', 'Ernst Marischka']"
tt5194668,Le médecin malgré lui,1935,53,Comedy,Comedy,5.4,6,nm0918048,Pierre Weill,['nm0596942'],['Molière']
tt0887903,It Was Me,1936,84,Drama,Drama,6.4,15,nm1789515,Arthur Bárdos,"['nm2539666', 'nm0843811']","['Rózsi Meller', 'Jenõ Szatmári']"
tt1855316,Prometey,1936,83,War,War,5.4,53,nm0442519,Ivan Kavaleridze,['nm0442519'],['Ivan Kavaleridze']
tt5989364,Family Meeting,1936,76,Drama,Drama,6.4,21,nm0793622,Yasujirô Shimazu,"['nm0407456', 'nm1273449']","['Tadao Ikeda', 'Riichi Yokomitsu']"
tt3022010,An Actor's Revenge Part 3,1936,111,Drama,Drama,4.6,7,nm0455938,Teinosuke Kinugasa,"['nm0455938', 'nm0586350']","['Teinosuke Kinugasa', 'Otokichi Mikami']"
tt3172222,Lenochka i vinograd,1936,47,"Comedy,Family",Comedy,6.5,29,nm1411865,Antonina Kudryavtseva,"['nm1398797', 'nm0796065']","['Nikolay Oleynikov', 'Evgeniy Shvarts']"
tt1767344,Mahabbat oyunu,1936,55,Comedy,Comedy,5.6,25,nm2151583,Abbas Mirza Sharifzadeh,['nm4163175'],['Aleksandr Popov']
tt1436484,I Am a Cat,1936,87,"Comedy,Drama",Comedy,6,24,nm0945428,Kajirô Yamamoto,"['nm1313026', 'nm0622421']","['Masaru Kobayashi', 'Sôseki Natsume']"
tt2221807,Sluchainaya vstrecha,1936,64,"Comedy,Musical,Romance",Comedy,6.3,51,nm0767514,Igor Savchenko,['nm0767514'],['Igor Savchenko']
tt33368396,Flash Gordon,1936,73,"Action,Adventure,Sci-Fi",Action,6.8,7,nm0826873,Frederick Stephani,"['nm0713204', 'nm0826873', 'nm0642150', 'nm0687741', 'nm0225458']","['Alex Raymond', 'Frederick Stephani', ""Ella O'Neill"", 'George H. Plympton', 'Basil Dickey']"
tt1003183,March of Youth,1937,105,Drama,Drama,5.2,7,nm1995770,Dongshan Shi,['nm0862506'],['Han Tian']
tt0931368,Taku,1937,45,Adventure,Adventure,5.6,13,nm0206031,Norman Dawn,"['nm0206031', 'nm0206016']","['Norman Dawn', 'Katherine Dawn']"
tt6620414,Vermilion and Green,1937,131,Drama,Drama,5.7,18,nm0793622,Yasujirô Shimazu,"['nm0407456', 'nm1195063']","['Tadao Ikeda', 'Teppei Kataoka']"
tt1441442,Konyaku sanbagarasu,1937,66,Comedy,Comedy,7,76,nm0793622,Yasujirô Shimazu,['nm0793622'],['Yasujirô Shimazu']
tt1334265,Poslícek lásky,1937,87,"Comedy,Romance",Comedy,6.6,11,nm0162272,Miroslav Cikán,"['nm0162272', 'nm0609541', 'nm0902742']","['Miroslav Cikán', 'Jaroslav Mottl', 'Hans Regina von Nack']"
tt0777809,Chun dao ren jian,1937,96,Drama,Drama,4.5,14,nm0839000,Yu Sun,['nm0839000'],['Yu Sun']
tt0796596,Forget Love for Now,1937,73,Drama,Drama,6.9,103,nm0793646,Hiroshi Shimizu,['nm0756861'],['Ryôsuke Saitô']
tt2117900,Konjiki yasha,1937,115,Drama,Drama,6.5,53,nm0793646,Hiroshi Shimizu,['nm0654687'],['Koyo Ozaki']
tt2153871,Thunderstorm,1938,95,Drama,Drama,6,10,nm2614227,Peilin Fang,"['nm0134884', 'nm2614227']","['Yu Cao', 'Peilin Fang']"
tt0860424,Flowers Have Fallen,1938,74,Drama,Drama,7.2,79,nm1283336,Tamizô Ishida,['nm1126869'],['Kaoru Morimoto']
tt2014183,Bed and Breakfast,1938,48,Drama,Drama,5.1,24,nm0922386,Walter West,"['nm7848630', 'nm0588341']","['Jaydon', 'Frank Miller']"
tt0929419,Sable Cicada,1938,90,"Drama,Romance,War",Drama,6.7,19,nm0117745,Wancang Bu,"['nm0117745', 'nm0526824']","['Wancang Bu', 'Guanzhong Luo']"
tt21835964,11 Iulya,1938,84,History,History,5.8,10,nm0850432,Yuri Tarich,"['nm0850432', 'nm0954914']","['Yuri Tarich', 'Aleksandr Zenovin']"
tt0835043,Life of St. Paul,1938,120,"Adventure,Biography,Drama",Adventure,4.4,29,nm0908076,Norman Walker,['nm0057203'],['Lawrence Barrett']
tt6027678,Morskoy post,1938,75,"Adventure,War",Adventure,5.2,27,nm0327212,Vladimir Gonchukov,['nm8408465'],['Lev Linkov']
tt2982372,Home Diary,1938,99,Drama,Drama,6.6,34,nm0793646,Hiroshi Shimizu,"['nm0407456', 'nm1151788']","['Tadao Ikeda', 'Nobuko Yoshiya']"
tt1268244,Maska,1938,74,Drama,Drama,6.1,25,nm0819274,Sergei Sploshnov,"['nm0155009', 'nm0819274']","['Anton Chekhov', 'Sergei Sploshnov']"
tt6954046,The Skull Coin,1938,94,"Adventure,Drama,History",Adventure,5,9,nm1960093,Kichirô Tsuji,['nm9030621'],['Kikuo Sumita']
tt6689322,Karmeliuk,1938,80,"Adventure,History",Adventure,6.1,14,nm0850906,Georgi Tasin,"['nm11424888', 'nm0850906']","['Vladimir Sukhodolskiy', 'Georgi Tasin']"
tt1458741,Gaychi,1938,60,Adventure,Adventure,3.6,22,nm0794638,Vladimir Shnejderov,['nm3508029'],['Valerian Moskalevich']
tt1429401,Tizenhárom kislány mosolyog az égre,1938,76,Comedy,Comedy,6.9,16,nm0711859,Ákos Ráthonyi,"['nm0044764', 'nm0126764', 'nm0408517']","['József Babay', 'István Békeffy', 'Ottó Indig']"
tt1003211,The Empress Wu Tse-Tien,1939,95,Biography,Biography,6.3,33,nm2614227,Peilin Fang,['nm2609838'],['Ling Ke']
tt1460650,Shanhai rikusentai,1939,93,"Action,War",Action,5.2,22,nm0474740,Hisatora Kumagai,['nm1137993'],['Tsutomu Sawamura']
tt0781019,Druzya vstrechayutsya vnov,1939,89,Drama,Drama,4.9,15,nm0946468,Kamil Yarmatov,"['nm0276962', 'nm0818385']","['Aleksandr Filimonov', 'Aleksei Speshnyov']"
tt15788094,Vozdushnaya pochta,1939,57,Adventure,Adventure,5.4,8,nm0694786,Dmitri Poznansky,"['nm0312667', 'nm0470894']","['Albert Gendelshtein', 'Vladimir Kreps']"
tt1315053,Nishikie edosugata hatamoto to machiyakko,1939,65,Drama,Drama,7.1,37,nm0605245,Kazuo Mori,['nm1773650'],['Kenji Hata']
tt0899285,O czym sie nie mówi...,1939,97,Romance,Romance,7.2,19,nm0470463,Mieczyslaw Krawicz,"['nm0275312', 'nm0755457', 'nm0823650', 'nm0953250']","['Jan Fethke', 'Napoleon Sadek', 'Ludwik Starski', 'Gabriela Zapolska']"
